title,entry_id,types,n_instances_prepared,clauses,sensitive_badge,sim_fw_centroid,sim_pos_centroid,sim_content_centroid,sim_visual_centroid
Shef,a0fb4372,"character, reaction",24,paired with Meme Man in a similar manner to Stonks. [pair/meme],False,-0.2317,0.43641,0.84737,0.80753
Godzilla Had a Stroke Trying to Read This and Fucking Died,a25871b5,"image macro, reaction",26,paired with indecipherable text in June 2020. [pair/text],False,-0.2047,0.32178,0.85194,0.84746
Cursed Image,a3a80e50,,100,captioned with the phrase 'Cursed Image.' [caption/phrase],False,-0.08341,0.79942,0.9726,0.93445
These Are Their Stories,a431f473,,20,is often used to caption photographs of actor Chrisopher Meloni in bizarre or sexually suggestive poses. [caption/photograph],False,-0.54469,0.21462,0.8075,0.74238
Welcome to The Internet,a69ffa09,catchphrase,37,paired with the phrase 'I will be your guide.' [pair/phrase],False,-0.2661,0.37946,0.8356,0.8642
Hey Ive Seen This One,a9152eef,exploitable,39,paired with the quote have been circulated online [pair/quote],False,-0.23643,0.55035,0.87818,0.86958
For Legal Reasons Thats a Joke,a949aa52,reaction,20,paired with captions describing a potentially offensive or illegal scenario. [pair/caption] || with captions describing a potentially offensive or illegal scenario. [caption/scenario],False,-0.24068,0.37963,0.81599,0.84887
Someone Explain This Picture,aa18df5e,,100,often used to caption screen captured images and animated GIFs from a variety of television series [caption/screen],False,-0.10748,0.78294,0.95047,0.92452
PornHub Comments On Stock Photos,aac3d8a5,,37,captioned with lewd comments that are found on the adult video site PornHub. [caption/comment],False,-0.16897,0.68148,0.92586,0.85253
Hand Me the Aux Cord,ab565807,,20,is often used to caption images of flaming vehicles [caption/image],False,-0.26551,0.51995,0.87051,0.88641
OneUp America,ac5b2ba8,,35,with captions typically depicting American patriotism or hubris. [caption/patriotism],False,-0.14424,0.64871,0.95221,0.90852
None But in Yellow,ac98ea7b,,22,captioned with a color code indicating 'none' for the color blue and 'none but in yellow' for the color yellow. [caption/color],False,-0.21428,0.42023,0.87701,0.9159
Stop Glamorizing The Grind And Start Glamorizing Whatever This Is,ad4d1638,catchphrase,49,used to caption image macros that act as an antithesis to Hustle Culture memes by showcasing quainter settings to strive for not typically considered 'Alpha.' [caption/image],False,-0.1296,0.65554,0.96441,0.94606
This Website Is Free,af0596b1,catchphrase,20,used to caption screenshots of various interactions on Twitter. [caption/screenshot],False,-0.07862,0.71657,0.93703,0.91136
She Was His Queen,af154b5a,,37,paired with an image of a humorous couple. [pair/image],False,-0.48224,0.26815,0.69756,0.82394
You Tried,b0c2654d,,100,captioned with the phrase. [caption/phrase],False,-0.13503,0.60057,0.9064,0.84109
We Are No Longer Required To Follow Your Orders,b0e99364,pop culture reference;reaction,22,paired with captions showing a person or group of people going against an authority figure. [pair/caption] || with captions showing a person or group of people going against an authority figure. [caption/person],False,-0.23684,0.43937,0.74756,0.79174
Your Waifu Is Shit,b0f25341,,100,paired with a two-pane exploitable image featuring Saber from the Japanese visual novel series Fate/Stay. [pair/image],False,-0.14403,0.66395,0.88917,0.87118
When Youre Sad You Understand the Lyrics,b26f8da2,catchphrase;image macro,57,paired with an image of Withered Wojak as if a person listening to them would normally experience feelings of sadness. [pair/image],False,-0.18109,0.40078,0.75824,0.84171
Post This X,b35ed935,snowclone,44,paired with the phrase 'Post this X' [pair/phrase],False,-0.4802,0.23697,0.8451,0.87828
Roll Safe,b44b7b67,reaction,99,captioned with various jokes mocking poor decision making and failures in critical thinking. [caption/joke],False,-0.16215,0.55177,0.91396,0.95451
Shidding and Farding,b5e2c306,image macro;slang,41,are typically used to caption images in which various characters announce that they have soiled their undergarments. [caption/image],False,-0.1756,0.60377,0.91907,0.92349
Nice Cock  Cock Rating,b61c40b8,image macro;reaction,71,captioned with the compliment 'Nice Cock.' [caption/compliment] || captioned with the phrase [caption/phrase],True,-0.14214,0.66358,0.90419,0.92043
Draw Me Like One of Your French Girls,b708335d,,100,is often used to caption photos of people or animals laying down in an alluring pose. [caption/photo],False,-0.43442,0.19337,0.75187,0.84473
If It Aint the Invisible Cunt,b760c2f5,image macro;reaction,41,paired with the quote has been used a reaction [pair/quote],False,-0.32191,0.27377,0.83436,0.86256
Youre Pointless,b879ad41,exploitable;image macro,32,paired with the Murder Coordinates caption 39 Buried [pair/murder],False,-0.26449,0.33493,0.843,0.82759
Happiness Noise,bae205d5,image macro,39,paired with the caption. [pair/caption],False,-0.20478,0.48858,0.89016,0.85862
Gas Station Stickers  I Did That,bae67b8e,participatory media,32,paired with the message 'I Did That!' [pair/message],False,-0.19347,0.60568,0.88633,0.81891
You Guys Always Act Like Youre Better Than Me,bb07bd5c,exploitable,99,paired with the misquote has been circulated as an object labeling exploitable to illustrate presumed inferiority of one person or object compared to others. [pair/misquote],False,-0.38905,0.28473,0.84161,0.871
Im Gonna Pay You 100 to Fuck Off,bb27223e,"catchphrase, exploitable, image macro",41,paired with the quote has been circulated as a reaction image and an exploitable. [pair/quote],False,-0.38004,0.25683,0.81797,0.8664
Do You Trust Me With Every Cell Of My Body,bc9e5239,exploitable;image macro;pop culture reference;reaction,42,paired with the quote has been used as a reaction image [pair/quote],False,-0.27665,0.45869,0.8973,0.86388
Wrong Lyrics Christina,bcb877a0,,78,with captions of misheard lyrics to popular songs. [caption/lyric],False,-0.11531,0.78097,0.96379,0.81397
Visible Confusion,bd4b6a8c,"image macro, reaction",39,paired with the titular caption in vein of Descriptive Noise memes. [pair/caption],False,-0.1779,0.44825,0.91292,0.8849
Grandma Finds the Internet,bd8d93b0,,39,with captions expressing shock and bewilderment by what she discovers online. [caption/shock],False,-0.14409,0.61987,0.96053,0.83961
Om Nom Nom Nom,c051ec24,,76,is often used to caption image macros that involve food or appear as if something is being eaten. [caption/image],False,-0.19463,0.45785,0.86477,0.88446
Advice God,c095e1ef,image macro,100,captioned with text that denounces religion (often christianity) by pointing out apparent biblical contradictions and attributing mischievous behaviors to God. [caption/text],False,-0.1029,0.66242,0.94127,0.8396
Hipster Glasses,c22138a9,,100,with captions poking fun at hipster stereotypes and cliches like 'I was into (x) before it got too mainstream [caption/fun],False,-0.2111,0.64274,0.91859,0.92551
The Weak Should Fear the Strong,c24b8e21,exploitable,39,paired with a Facebook comment that reads 'the weak should fear the strong.' [pair/facebook],False,-0.5562,0.17454,0.76734,0.80841
ScreenReaching Hand  Emoji,c24b9477,"emoticon, exploitable",21,paired with fourth-wall-breaking captions such as 'You Think You're Safe?' and 'Hand Them Over.' [pair/wall],False,-0.33492,0.33856,0.89597,0.90428
Joker On a TV Show What Will He Do,c25e6fc2,exploitable;snowclone,99,paired with a snowclone caption 'Joker on X [pair/snowclone],False,-0.13886,0.73162,0.94765,0.93785
Excuse Me Sir Do You Have a Moment to Talk About Jesus Christ,c2c79c1b,,57,paired with images of overly persistent or intrusive animals or characters [pair/image],False,-0.28088,0.35018,0.82464,0.85019
When the Imposter Is Sus  Sus Jerma,c7f2bda6,catchphrase;photoshop;snowclone,68,captioned with the catchphrase When the Imposter Is Sus. [caption/catchphrase],False,-0.22302,0.47693,0.92188,0.93094
Are You Fucking Stupid Me,c86fe222,catchphrase,42,used to caption animals [caption/animal],False,-0.29485,0.35069,0.91157,0.92564
Surprise Bitch,c89332cc,,59,paired with GIFs depicting the return of a character once thought to be dead. [pair/gifs],False,-0.20546,0.4046,0.81763,0.8831
Hipster Kitty,c8bd3b97,,100,paired with tongue-in-cheek sayings to poke fun at the self-righteous lifestyles of vintage-loving [pair/tongue],False,-0.19096,0.63898,0.93927,0.79658
Will Smith in YouTube Rewind 2018,ca6bce30,exploitable;reaction,28,paired with captions about reliving memories. [pair/caption] || with captions about reliving memories. [caption/memory],False,-0.21192,0.53206,0.90012,0.90407
This Nigga Spittin,ccb3ea89,image macro,41,captioned with the slang expression 'this nigga spittin [caption/slang],False,-0.24528,0.64503,0.90729,0.91949
Shadman,cde96d38,reaction,100,paired with images of characters walking out of doors [pair/image],False,-0.16894,0.4234,0.94779,0.92314
Friendship Ended With Mudasir,cfdeeda7,,100,captioned with the phrasal template 'Friendship ended with X / Now Y is my best friend.' [caption/phrasal],False,-0.25319,0.45788,0.87495,0.83378
I See This as an Absolute Win,d17790f2,image macro,41,captioned with the quote has been circulated as a macro and a reaction [caption/quote],False,-0.21236,0.48653,0.92144,0.8872
Well Yes But Actually No,d1e3fcc7,,39,paired with the misquote has been used as an reaction image. [pair/misquote],False,-0.24381,0.35614,0.92604,0.90052
Disintegration Effect  I Dont Feel So Good,d2b9992e,"image macro, photoshop, visual effect",98,paired with a line from the film 'I don't feel so good.' [pair/line],False,-0.2037,0.55312,0.94971,0.95619
Bus Stop Grim Reaper,d2f50ea6,,20,captioned with mock conversations as if the personification of Death is threatening the man's life. [caption/conversation],False,-0.18154,0.60816,0.90694,0.87446
It Was Like She Was Looking At Walking Garbage,d41b07cb,catchphrase;character;exploitable;image macro;parody;snowclone,76,paired with anime characters. [pair/anime],True,-0.17169,0.53339,0.82561,0.9001
Nigga Stole My Bike,d4e663ae,pop culture reference,41,paired with a cutscene sequence from the 1987 Nintendo boxing video game Mike Tyson's Punch-Out!!.[1] [pair/sequence],False,-0.14026,0.64342,0.92335,0.84678
Hippity Hoppity,d551b86f,snowclone,35,paired with images of frogs that opens with 'Hippity Hoppity' and ends with something that rhymes with 'hoppity.' [pair/image],False,-0.32716,0.34942,0.8547,0.81928
You Guys Ever Had Gay Thoughts Lmao,d6a26291,catchphrase;image macro,28,captioned with the catchphrase. [caption/catchphrase],False,-0.40432,0.35347,0.86808,0.83773
Ed Scarrys OcasioCortez Coat Tweet,d7227e7c,copypasta,30,paired with various humorous images. [pair/image],False,-0.13748,0.56636,0.89031,0.87153
OMG a Hit Tweet,d7835767,exploitable;image macro;reaction,29,captioned with the catchphrase in rainbow-colored lettering. [caption/catchphrase],False,-0.34671,0.31083,0.8171,0.84794
Robert Downey Jrs Comments,dabd07e0,exploitable,37,paired with a made-up comment [pair/comment],False,-0.08437,0.80111,0.96728,0.93063
Man Literally Too Angry to Die,dcea2afa,exploitable,39,paired with the chyron 'Man Literally Too Angry to Die' or a variant thereof depending on the character. [pair/chyron],False,-0.26263,0.31264,0.82749,0.81259
Tired Spongebob,de394f72,pop culture reference,41,paired with captions in which one expresses moments where they'd be exhausted. [pair/caption] || with captions in which one expresses moments where they'd be exhausted. [caption/moment],False,-0.20577,0.60804,0.95498,0.89874
Youre Breathtaking,df808e00,exploitable,33,paired with the quote has been circulated as an image macro. [pair/quote],False,-0.14764,0.64684,0.91693,0.90035
So Done,e0b61c82,,52,paired with animated GIFs of frustrated looking subjects [pair/gif],False,-0.24008,0.60825,0.89835,0.92731
How Do I Shot Web,e0e5a6bc,,100,paired with an image of Spider-man [pair/image],False,-0.27341,0.28558,0.85873,0.89078
There Are Only Two Genders,e1d2fd47,"catchphrase, viral debate",41,is commonly used to caption various exploitable image macros. [caption/image],False,-0.24067,0.64456,0.85955,0.90814
I Havent Heard That Name In Years,e1e678f6,,37,paired with various images of washed-up looking subjects smoking cigarettes to portray them as if they're trying to recollect memories of the past. [pair/image],False,-0.49662,0.4583,0.81523,0.80433
John Lennon The Absolute Madman,e4006453,,41,paired with the phrase “The Absolute Madman” on 4chan's music board /mu/. [pair/phrase],False,-0.22755,0.63479,0.93359,0.87537
Dr Pig,e41f786f,character,35,captioned with variations of the phrase 'I diagnose you with dead' [caption/variation],False,-0.22796,0.50676,0.90618,0.88495
Three Words Eight Letters,e554bb66,,41,captioned with variations of phrase 'Three words. [caption/variation],False,-0.40159,0.25236,0.83638,0.85521
Hey Guys What’s Going On In This Thread,e86f8aa7,,88,paired with animated GIFs to indicate that a topic of conversation has gone awry [pair/gifs],False,-0.41926,0.41292,0.84694,0.90988
CallMeCarson Crying Next to Joe Swanson,eafd6e78,"exploitable, image macro",29,captioned with Swanson labeled as an aggressor and CallMeCarson labeled as their victim. [caption/swanson],False,-0.33991,0.54875,0.93801,0.90773
Bertstrips,eb9be37b,,100,captioned with humorous and often inappropriate descripitons in the style of Bitstrips webcomics. [caption/descripiton],False,-0.09297,0.78696,0.89939,0.86931
On My Way to Steal Yo Girl,eba7ef5d,,35,is often used to caption images of characters using odd means of transportation or dressed in flamboyant clothing. [caption/image],False,-0.33591,0.32062,0.87266,0.91099
But Thats Wrong You Fucking Retard,ee65fe36,exploitable;reaction,47,captioned with either the phrase 'But that's wrong [caption/phrase],False,-0.20704,0.42163,0.87689,0.94818
I Skin Infant Babies,eef42cf0,exploitable;image macro,21,captioned with [caption/nan],False,-0.1656,0.50125,0.88176,0.8689
Youre Finally Awake  You Hit Your Head Really Hard,f0cc7d34,,99,captioned with messages written as if the reader suddenly regained consciousness and discovered that the recent years or even their entire life were a product of their imagination. [caption/message],False,-0.11364,0.66528,0.92916,0.88131
I Didnt Choose The Thug Life The Thug Life Chose Me,f120e8ae,,74,paired with various images depicting White suburban stereotypes [pair/image],False,-0.3863,0.3768,0.76517,0.86631
Tonights Big Loser,f1abb7bd,"exploitable, image macro, snowclone",39,paired with a caption describing him as 'tonight's big loser' or 'tonight's biggest loser.' [pair/caption],False,-0.26707,0.50286,0.8603,0.86417
Those Bastards Lied to Me,f2029f92,image macro;reaction,41,paired with captions of false or misleading statements [pair/caption] || with captions of false or misleading statements [caption/statement],False,-0.31646,0.47521,0.87589,0.78299
Im a Boy Liker I Like Kissing Men on the Lips,f291f262,exploitable;image macro,26,captioned with an admission of liking men. [caption/admission],False,-0.38611,0.35788,0.79447,0.85778
Big Mood,f4c6ca9b,slang,20,paired with absurd images or videos. [pair/image],False,-0.29427,0.56363,0.90889,0.86138
Legally Allowed to Leave,f4f0cf30,image macro,39,captioned with jokes about how if certain conditions are not met in a variety of scenarios then those who are present are 'legally allowed to leave.' [caption/joke],False,-0.23143,0.42502,0.84602,0.92512
Perfectly Balanced,f70d1445,catchphrase,39,paired with images showing a 50/50 split. [pair/image],False,-0.29016,0.47668,0.88335,0.87812
Third World Success,f80b1d26,,77,with captions about overcoming hardships that are associated with life in underdeveloped countries. [caption/hardship],False,-0.09528,0.64112,0.96738,0.85586
Doge,f853399e,"animal, character, slang",100,captioned with interior monologues in Comic Sans font. [caption/monologue],False,-0.1593,0.75034,0.96704,0.90938
Staring Fish  Do You Fart,f860dce4,character;image macro,31,paired with ironic [pair/nan],False,-0.2011,0.50452,0.94395,0.91235
Hayasakas Hey Hey,faaa86b1,"exploitable, reaction",37,paired with the caption 'Hey [pair/caption],False,-0.25922,0.38464,0.90718,0.86915
I Hope Mom and Dad Dont Find Out,fb1deec7,reaction,26,paired with captions expressing guilt over a secret. [pair/caption] || with captions expressing guilt over a secret. [caption/guilt],True,-0.29723,0.33526,0.8135,0.83961
Do She Got a Booty She Do,fb885fd5,,39,paired with images of peeping animals and cartoon characters on the microblogging site Tumblr. [pair/image],False,-0.43122,0.43445,0.82875,0.90204
What the Fuck Did You Just Bring Upon This Cursed Land,fcef283d,"image macro, reaction",41,captioned with the line. [caption/line],False,-0.2434,0.4201,0.89968,0.88287
Gym Teacher,fdd03561,character;image macro,27,captioned with motivational statements attributed to gym teachers [caption/statement],False,-0.28674,0.44313,0.86539,0.8948
America Invading for Oil,fe53624a,photoshop,80,with captions implying the show-of-force is for the purpose of capturing more oil. [caption/show],False,-0.12652,0.77957,0.89018,0.89983
Why Im Antisocial,fecb100a,exploitable,41,paired with cringe and special snowflake behavior [pair/cringe],False,-0.24859,0.51823,0.8254,0.80379
I Didnt Expect the Third Reich to Show Up,ffa21b4a,image macro,34,paired with a fabricated quote [pair/quote],False,-0.17756,0.66643,0.93876,0.92546
